AME-Recommended Nuclide Masses (source: ciaaw.org, 17 Mar 2021, Juris Meija),,,
,,,
nuclide,mass,uncertainty,Year/link
208Tl,207.981988221,0.000005681,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208Pb,207.976626790,0.000004453,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208Bi,207.979716983,0.000004942,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208Po,207.981222110,0.000004926,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208At,207.986513582,0.000046161,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208Rn,207.989609,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208Fr,207.997079815,0.000079262,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
208Ra,208.001745,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Tl,208.985333694,0.000013124,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Pb,208.981065371,0.000004659,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Bi,208.980373564,0.000004522,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Po,208.982403565,0.000005137,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209At,208.986148820,0.000009061,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Rn,208.990366329,0.000036860,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Fr,208.995874795,0.000063186,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Ra,209.001925,0.000236,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
209Ac,209.009519098,0.000194199,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Tl,209.990056326,0.000013709,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Pb,209.984162973,0.000004541,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Bi,209.984095284,0.000004521,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Po,209.982848325,0.000004452,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210At,209.987126483,0.000012202,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Rn,209.989668990,0.000011904,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Fr,209.996343975,0.000058466,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Ra,210.000427,0.000138,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
210Ac,210.009226944,0.000179876,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Pb,210.988735369,0.000003896,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Bi,210.987254735,0.000006613,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Po,210.986627341,0.000004559,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211At,210.987469219,0.000005421,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Rn,210.990575794,0.000010751,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Fr,210.995486217,0.000044383,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Ra,211.000855273,0.000087394,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
211Ac,211.007586818,0.000126114,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Pb,211.991871287,0.000006046,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Bi,211.991255116,0.000005681,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Po,211.988841781,0.000004456,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212At,211.990724863,0.000005404,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Rn,211.990679466,0.000005920,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Fr,211.996126314,0.000046044,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Ra,211.999763,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Ac,212.007757332,0.000095727,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
212Th,212.012885,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Pb,212.996506,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Bi,212.994359343,0.000011364,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Po,212.992833087,0.000005660,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213At,212.992911382,0.000013886,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Rn,212.993855996,0.000010149,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Fr,212.996164632,0.000009316,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Ra,213.000334017,0.000037119,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Ac,213.006532989,0.000082908,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
213Th,213.012942,0.000243,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Pb,213.999798263,0.000003006,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Bi,213.998690830,0.000013311,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Po,213.995175794,0.000004544,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214At,213.996346664,0.000006292,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Rn,213.995338207,0.000011811,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Fr,213.998947902,0.000013372,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Ra,214.000079101,0.000013101,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Ac,214.006839528,0.000079369,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
214Th,214.011431,0.000138,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Bi,215.001834559,0.000103211,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Po,214.999418507,0.000003811,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215At,214.998637760,0.000007930,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Rn,214.998720334,0.000009868,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Fr,215.000310471,0.000011239,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Ra,215.002695039,0.000012062,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Ac,215.006407641,0.000069650,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Th,215.011687058,0.000102562,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
215Pa,215.018957839,0.000137062,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Bi,216.006398,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Po,216.001888754,0.000006049,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216At,216.002390173,0.000006493,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Rn,216.000249192,0.000011811,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Fr,216.003177989,0.000014195,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Ra,216.003508876,0.000010565,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Ac,216.008650536,0.000046868,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Th,216.011030,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
216Pa,216.018963566,0.000109749,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Po,217.006262,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217At,217.004694191,0.000011519,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Rn,217.003901760,0.000006068,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Fr,217.004608960,0.000016413,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Ra,217.006294043,0.000013400,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Ac,217.009322367,0.000014367,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Th,217.013054246,0.000038697,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
217Pa,217.018250333,0.000098767,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Po,218.008965882,0.000003004,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218At,218.008683712,0.000014390,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Rn,218.005580334,0.000004889,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Fr,218.007553498,0.000006661,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Ra,218.007117023,0.000014699,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Ac,218.011618117,0.000055317,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Th,218.013253421,0.000017066,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
218Pa,218.019957085,0.000095816,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219At,219.011298622,0.000087539,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219Rn,219.009478670,0.000003800,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219Fr,219.009242401,0.000009056,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219Ra,219.010053284,0.000014729,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219Ac,219.012389274,0.000054841,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219Th,219.015512006,0.000055015,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
219Pa,219.019854,0.000226,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220At,220.015340,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220Rn,220.011367689,0.000006050,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220Fr,220.012293241,0.000007155,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220Ra,220.011004052,0.000016095,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220Ac,220.014742139,0.000055522,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220Th,220.015723512,0.000024287,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
220Pa,220.021667,0.000220,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
221Rn,221.015465,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
221Fr,221.014229862,0.000011628,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
221Ra,221.013889482,0.000008167,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
221Ac,221.015570964,0.000056130,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
221Th,221.018160175,0.000014472,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
221Pa,221.021802,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
222Rn,222.017570569,0.000002987,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
222Fr,222.017562090,0.000048663,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
222Ra,222.015352647,0.000006070,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
222Ac,222.017823762,0.000007011,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
222Th,222.018446675,0.000017104,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
222Pa,222.023557898,0.000077079,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
223Fr,223.019732798,0.000003871,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
223Ra,223.018500800,0.000003780,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
223Ac,223.019127887,0.000009122,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
223Th,223.020658524,0.000018343,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
223Pa,223.023951170,0.000076738,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
224Fr,224.023223632,0.000054017,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
224Ra,224.020185526,0.000006053,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
224Ac,224.021684926,0.000007190,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
224Th,224.021449045,0.000019456,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
224Pa,224.025532592,0.000077226,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
225Fr,225.025587905,0.000091462,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
225Ra,225.023603633,0.000003740,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
225Ac,225.023204840,0.000011782,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
225Th,225.023921775,0.000009827,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
225Pa,225.026094107,0.000077665,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
226Fr,226.029201670,0.000152589,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
226Ra,226.025402646,0.000002976,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
226Ac,226.026084244,0.000003651,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
226Th,226.024884914,0.000006108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
226Pa,226.027927590,0.000012984,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
226U,226.029170189,0.000036980,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
227Fr,227.031767593,0.000097796,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
227Ra,227.029170713,0.000002991,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
227Ac,227.027749831,0.000003198,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
227Th,227.027702514,0.000003778,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
227Pa,227.028797263,0.000010633,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
227U,227.030991,0.000109,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
228Fr,228.035573,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
228Ra,228.031063854,0.000003996,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
228Ac,228.031014793,0.000004138,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
228Th,228.028714832,0.000006057,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
228Pa,228.030973427,0.000007738,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
228U,228.031356082,0.000022315,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
229Ra,229.034868277,0.000166695,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
229Ac,229.032978853,0.000161069,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
229Th,229.031755022,0.000003548,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
229Pa,229.032072912,0.000012947,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
229U,229.033474219,0.000010359,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
229Np,229.036225731,0.000094409,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
230Ra,230.036993,0.000304,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
230Ac,230.036241,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
230Th,230.033127853,0.000002526,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
230Pa,230.034527031,0.000003585,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
230U,230.033921453,0.000006487,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
230Np,230.037807362,0.000055225,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
231Ac,231.038552891,0.000107384,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
231Th,231.036298465,0.000002535,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
