AME-Recommended Nuclide Masses (source: ciaaw.org, 17 Mar 2021, Juris Meija),,,
,,,
nuclide,mass,uncertainty,Year/link
181W,180.948197783,0.000005081,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Re,180.950057673,0.000013508,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Os,180.953247188,0.000027201,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Ir,180.957625456,0.000027512,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Pt,180.963097588,0.000015956,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Au,180.970079047,0.000021445,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Hg,180.977819371,0.000016513,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Tl,180.986259979,0.000009778,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
181Pb,180.996653310,0.000080957,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Lu,181.955040,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Hf,181.950561185,0.000006754,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Ta,181.950151853,0.000001980,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182W,181.948203945,0.000000905,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Re,181.951209869,0.000109484,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Os,181.952110187,0.000023344,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Ir,181.958076296,0.000022509,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Pt,181.961171823,0.000014058,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Au,181.969617874,0.000021749,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Hg,181.974689351,0.000010513,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Tl,181.985713159,0.000063424,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
182Pb,181.992672466,0.000013023,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Lu,182.957363000,0.000098000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Hf,182.953530444,0.000032267,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Ta,182.951372620,0.000001991,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183W,182.950222748,0.000000903,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Re,182.950819638,0.000008635,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Os,182.953124719,0.000053420,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Ir,182.956839968,0.000026191,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Pt,182.961596804,0.000016676,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Au,182.967590635,0.000010071,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Hg,182.974444783,0.000007606,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Tl,182.982192839,0.000010017,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
183Pb,182.991872098,0.000030211,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Lu,183.960910,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Hf,183.955446243,0.000042628,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Ta,183.954007694,0.000027928,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184W,183.950930916,0.000000942,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Re,183.952522809,0.000004688,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Os,183.952488536,0.000001441,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Ir,183.957476000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Pt,183.959915113,0.000016532,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Au,183.967451524,0.000023912,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Hg,183.971713528,0.000010805,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Tl,183.981885851,0.000021562,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Pb,183.988135701,0.000013748,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
184Bi,184.001274756,0.000083845,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Lu,184.963620,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Hf,184.958862000,0.000098000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Ta,184.955559084,0.000015214,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185W,184.953418974,0.000000993,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Re,184.952954486,0.000001326,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Os,184.954041741,0.000001410,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Ir,184.956698000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Pt,184.960613659,0.000027731,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Au,184.965789569,0.000027942,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Hg,184.971899388,0.000016678,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Tl,184.978789050,0.000022194,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Pb,184.987610004,0.000017364,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
185Bi,184.997600,0.000087,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Hf,185.960897000,0.000059000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Ta,185.958550667,0.000064433,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186W,185.954362771,0.000001655,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Re,185.954985595,0.000001336,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Os,185.953835044,0.000001596,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Ir,185.957944153,0.000017740,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Pt,185.959350812,0.000023344,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Au,185.965952703,0.000022509,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Hg,185.969362272,0.000012509,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Tl,185.978650841,0.000024000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Pb,185.984238331,0.000012201,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Bi,185.996643681,0.000064719,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
186Po,186.004393241,0.000035398,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Hf,186.964770,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Ta,186.960386000,0.000071000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187W,186.957158841,0.000001655,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Re,186.955750071,0.000001609,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Os,186.955747422,0.000001609,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Ir,186.957542000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Pt,186.960616976,0.000025816,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Au,186.964543155,0.000023948,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Hg,186.969814428,0.000014930,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Tl,186.975906348,0.000008760,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Pb,186.983910895,0.000005468,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Bi,186.993147184,0.000010740,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
187Po,187.003041054,0.000034234,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Hf,187.966850,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Ta,187.963916000,0.000071000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188W,187.958486177,0.000003600,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Re,187.958111510,0.000001610,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Os,187.955835174,0.000001616,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Ir,187.958828095,0.000010264,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Pt,187.959388889,0.000006056,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Au,187.965349392,0.000016522,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Hg,187.967566887,0.000012109,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Tl,187.976020886,0.000032103,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Pb,187.980874815,0.000011407,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Bi,187.992286943,0.000022214,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
188Po,187.999415569,0.000021442,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Hf,188.970840,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Ta,188.965830,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189W,188.961763000,0.000044000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Re,188.959226020,0.000008929,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Os,188.958144162,0.000001694,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Ir,188.958715028,0.000013716,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Pt,188.960831282,0.000012057,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Au,188.963948286,0.000021558,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Hg,188.968194927,0.000033873,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Tl,188.973588471,0.000011692,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Pb,188.980807000,0.000037000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Bi,188.989194984,0.000022384,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
189Po,188.998473429,0.000023681,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Ta,189.969390,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190W,189.963090589,0.000041735,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Re,189.961744260,0.000075729,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Os,189.958443702,0.000001705,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Ir,189.960541215,0.000002107,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Pt,189.959929707,0.000006263,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Au,189.964698390,0.000017278,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Hg,189.966322735,0.000017083,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Tl,189.973828,0.000054,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Pb,189.978081999,0.000013436,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Bi,189.988621561,0.000024298,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
190Po,189.995100569,0.000014457,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Ta,190.971560,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191W,190.966531000,0.000048000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Re,190.963121551,0.000011127,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Os,190.960926361,0.000001708,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Ir,190.960589293,0.000002063,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Pt,190.961672912,0.000005325,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Au,190.963702248,0.000039779,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Hg,190.967157160,0.000024251,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Tl,190.971784199,0.000007889,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Pb,190.978276000,0.000041000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Bi,190.985786556,0.000008036,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191Po,190.994558462,0.000007625,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
191At,191.004147909,0.000017287,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Ta,191.975140,0.000430,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192W,191.968170,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Re,191.966088000,0.000082000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Os,191.961476998,0.000002926,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Ir,191.962600247,0.000002065,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Pt,191.961038746,0.000003225,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Au,191.964813694,0.000017073,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Hg,191.965634702,0.000016686,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Tl,191.972225000,0.000034000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Pb,191.975775008,0.000013292,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Bi,191.985469058,0.000032548,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192Po,191.991335925,0.000011929,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
192At,192.003151707,0.000035281,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193W,192.971780,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Re,192.967541000,0.000041000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Os,192.964147870,0.000002931,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Ir,192.962921587,0.000002074,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Pt,192.962982380,0.000002095,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Au,192.964137257,0.000009319,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Hg,192.966652658,0.000016648,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Tl,192.970501998,0.000007200,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Pb,192.976173234,0.000053222,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Bi,192.982959813,0.000010327,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Po,192.991025678,0.000037208,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193At,192.999927418,0.000023222,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
193Rn,193.009707979,0.000026959,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194W,193.973670,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Re,193.970760,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Os,193.965177240,0.000002987,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Ir,193.965073536,0.000002077,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Pt,193.962680850,0.000001003,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Au,193.965417754,0.000002307,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Hg,193.965449112,0.000003100,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Tl,193.971081412,0.000015000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Pb,193.974012250,0.000018723,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Bi,193.982785,0.000054,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Po,193.988186101,0.000013863,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194At,193.999236139,0.000029149,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
194Rn,194.006144389,0.000018143,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Re,194.972540,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Os,194.968318000,0.000065000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Ir,194.965974730,0.000002078,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Pt,194.964791719,0.000000995,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Au,194.965035225,0.000001463,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Hg,194.966720540,0.000024847,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Tl,194.969774268,0.000011909,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Pb,194.974542922,0.000025085,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Bi,194.980648781,0.000005675,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Po,194.988125532,0.000041109,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195At,194.996268546,0.000009773,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
195Rn,195.005421673,0.000054216,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Re,195.975800,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Os,195.969641463,0.000043004,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Ir,195.968397112,0.000041247,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Pt,195.964952091,0.000000985,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Au,195.966569908,0.000003204,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Hg,195.965832560,0.000003172,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Tl,195.970481193,0.000013000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Pb,195.972774233,0.000015322,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Bi,195.980666509,0.000026224,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Po,195.985525902,0.000013542,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196At,195.995799619,0.000032821,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
196Rn,196.002115998,0.000015479,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Re,196.977990,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Os,196.972830,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Ir,196.969655415,0.000021596,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Pt,196.967340687,0.000000943,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Au,196.966568786,0.000000705,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Hg,196.967212847,0.000003450,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Tl,196.969575890,0.000017570,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Pb,196.973431166,0.000006001,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Bi,196.978865099,0.000008946,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Po,196.985659522,0.000053332,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197At,196.993189187,0.000054661,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
197Rn,197.001584620,0.000037990,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Re,197.981600,0.000430,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Os,197.974410,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Ir,197.972280,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Pt,197.967894920,0.000002324,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Au,197.968242420,0.000000698,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Hg,197.966768602,0.000000515,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Tl,197.970483065,0.000085885,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Pb,197.972034077,0.000015645,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Bi,197.979206000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Po,197.983389132,0.000018711,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198At,197.992784,0.000054,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
198Rn,197.998679156,0.000014409,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Os,198.978010,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Ir,198.973805301,0.000044076,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Pt,198.970595224,0.000002385,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Au,198.968765282,0.000000699,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Hg,198.968280643,0.000000457,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Tl,198.969877000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Pb,198.972912680,0.000010730,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Bi,198.977673010,0.000011345,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Po,198.983667115,0.000025167,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199At,198.990527654,0.000005780,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Rn,198.998389856,0.000067611,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
199Fr,199.007258594,0.000044900,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Os,199.979840,0.000320,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Ir,199.976800,0.000210,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Pt,199.971442807,0.000021596,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Au,199.970756456,0.000028681,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Hg,199.968326590,0.000000467,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Tl,199.970963258,0.000006174,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Pb,199.971818893,0.000011742,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
200Bi,199.978131179,0.000023953,<a href='https://doi.org/10.1088/1674-1137/36/12/003' target='_blank'>2012</a>
